,Unnamed: 0,budget,id,release_date,revenue,runtime,title,genre,profit,made_money,cast_0,cast_1,cast_2,cast_3,cast_4,director,writer,releases,cast_rev,cast_prof,cast_films,cast_prof_films,dir_rev,dir_prof,dir_films,dir_prof_films,writ_rev,writ_prof,writ_films,writ_prof_films,compet_cast_rev,compet_cast_prof,compet_cast_films,compet_cast_prof_films,compet_dir_rev,compet_dir_prof,compet_dir_films,compet_dir_prof_films,compet_writ_rev,compet_writ_prof,compet_writ_films,compet_writ_prof_films,adj_budget,cast_dir_avg_rev,month,year,decade,season,fall,spring,summer,winter,Action,Adventure,Animation,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Mystery,None,Romance,Science Fiction,Thriller,War,Western,compet_budget,compet_cast_dir_avg_rev,compet_adj_budget
1418,1418,65000000.0,11001,1999-09-17,117758500.0,93.0,Blue Streak,Action,52758500.0,1,Martin Lawrence,Luke Wilson,Dave Chappelle,Peter Greene,Nicole Ari Parker,Les Mayfield,Michael Berry,7,54170962.33333334,36587629.0,6.0,4.0,177977226.0,97977226.0,1.0,1.0,0.0,0.0,0.0,0.0,73991893.70014781,41743666.03458743,13.1,9.3,6063959.366666666,997292.7,0.5,0.3,68462017.375,52887017.375,0.7,0.6,51074094.16666667,116074094.16666669,9,1999,1990,fall,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25160000.0,40027926.53340723,14867926.533407234
1419,1419,18000000.0,11003,1998-02-13,123306987.0,95.0,The Wedding Singer,Romance,105306987.0,1,Adam Sandler,Drew Barrymore,Christine Taylor,Allen Covert,Matthew Glave,Frank Coraci,Tim Herlihy,10,151191087.5,134691087.5,5.0,4.0,0.0,0.0,0.0,0.0,26488734.0,16488734.0,1.0,1.0,95875844.7975494,68334768.01934429,15.75,10.625,42549423.13888889,33316089.80555555,2.0,1.75,77377392.60416667,62436142.60416666,1.0,0.625,57595543.75,75595543.75,2,1998,1990,spring,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28750000.0,69212633.96821915,40462633.968219146
1420,1420,4300000.0,11006,1977-05-26,126737428.0,96.0,Smokey and the Bandit,Action,122437428.0,1,Burt Reynolds,Sally Field,Jerry Reed,Jackie Gleason,Mike Henry,Hal Needham,James Lee Barrett,14,18184019.375,14196519.375,5.0,4.0,0.0,0.0,0.0,0.0,15473333.0,-4526667.0,1.0,0.0,4420000.0,2820000.0,1.0,1.0,71218500.0,70441500.0,2.0,2.0,71218500.0,70441500.0,2.0,2.0,4792009.6875,9092009.6875,5,1977,1970,summer,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000000.0,37819250.0,26819250.0
1421,1421,40000000.0,11007,2003-12-24,190212113.0,98.0,Cheaper by the Dozen,Comedy,150212113.0,1,Steve Martin,Bonnie Hunt,Piper Perabo,Tom Welling,Hilary Duff,Shawn Levy,Craig Titley,15,93137209.08035712,49387209.08035714,15.0,11.0,52970014.0,37970014.0,1.0,1.0,0.0,0.0,0.0,0.0,94768627.92271183,64363578.20913259,13.444444444444445,9.333333333333334,70883889.9382716,55180186.2345679,1.4444444444444444,1.3333333333333333,37824041.44444445,19175893.296296306,0.4444444444444444,0.4444444444444444,33053611.54017857,73053611.54017857,12,2003,2000,winter,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37229913.0,82826258.93049172,45596345.930491716
1422,1422,3500000.0,11009,1977-12-16,237113184.0,118.0,Saturday Night Fever,Drama,233613184.0,1,John Travolta,Karen Lynn Gorney,Barry Miller,Joseph Cali,Julie Bovasso,John Badham,Norman Wexler,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19319254.0,19213254.0,1.0,1.0,52705951.76388889,48859597.59722222,8.5,8.0,61152036.83333334,58147870.16666666,2.5,2.5,0.0,0.0,0.0,0.0,-3500000.0,0.0,12,1977,1970,winter,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4757500.0,56928994.29861112,52171494.29861112
1423,1423,4000000.0,11013,2002-01-11,9304609.0,104.0,Secretary,Comedy,5304609.0,1,Maggie Gyllenhaal,James Spader,Jeremy Davies,Lesley Ann Warren,Stephen McHattie,Steven Shainberg,Erin Cressida Wilson,6,29945895.53333333,3545895.5333333337,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171771791.98487556,128387529.54327202,14.818181818181818,9.545454545454543,56336295.12121213,33571143.60606061,1.181818181818182,0.6363636363636364,0.0,0.0,0.0,0.0,10972947.766666666,14972947.766666666,1,2002,2000,spring,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25890909.09090909,114054043.55304384,88163134.46213475
1424,1424,60000000.0,11015,1997-01-10,33956608.0,110.0,The Relic,Horror,-26043392.0,0,Penelope Ann Miller,Tom Sizemore,Linda Hunt,James Whitmore,Clayton Rohner,Peter Hyams,Amy Holden Jones,30,82862519.61111109,61806964.05555555,10.0,6.0,46901681.0,20701681.0,5.0,4.0,135942024.5,116667024.5,2.0,2.0,70893820.75963204,52296319.27622655,12.25,9.5,4256087.8125,812337.8125,1.0,0.5,20108241.3125,2914491.3125,1.25,0.75,4882100.305555545,64882100.30555554,1,1997,1990,spring,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24250000.0,37574954.28606602,13324954.286066018
1425,1425,10000000.0,11017,1995-02-10,26488734.0,89.0,Billy Madison,Comedy,16488734.0,1,Adam Sandler,Darren McGavin,Bridgette Wilson,Bradley Whitford,Josh Mostel,Tamra Davis,Tim Herlihy,5,75670229.0,56420229.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80597338.55694444,62147616.33472222,8.333333333333334,5.666666666666668,14935410.611111112,7781577.277777777,1.6666666666666667,1.0,69730371.5,51576538.16666666,1.3333333333333333,1.3333333333333333,27835114.5,37835114.5,2,1995,1990,spring,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16166666.666666666,47766374.58402778,31599707.917361118
1426,1426,24000000.0,11018,1985-08-16,18707466.0,134.0,Year of the Dragon,Action,-5292534.0,0,Mickey Rourke,John Lone,Ariane,Leonard Termo,Raymond J. Barry,Michael Cimino,Oliver Stone,3,2494480.0,-7505520.0,1.0,0.0,3484331.0,-40515669.0,1.0,0.0,566736.0,-5933264.0,1.0,0.0,34609072.5,32111155.83333333,4.0,4.0,0.0,0.0,0.0,0.0,17362500.0,14862500.0,0.5,0.5,-21010594.5,2989405.5,8,1985,1980,fall,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000.0,17304536.25,12304536.25
1427,1427,6500000.0,11022,2002-01-14,12633747.0,105.0,Narc,Action,6133747.0,1,Jason Patric,Ray Liotta,Chi McBride,Busta Rhymes,Lloyd Adams,Joe Carnahan,Joe Carnahan,8,81907530.06666666,40840863.4,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173964902.97781086,132838397.0306658,12.777777777777779,7.777777777777778,58839288.74074074,35228177.629629634,0.7777777777777778,0.5555555555555556,0.0,0.0,0.0,0.0,34453765.03333333,40953765.03333333,1,2002,2000,spring,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18700000.0,116402095.8592758,97702095.8592758
1428,1428,2000000.0,11023,2003-08-20,4601043.0,100.0,Thirteen,Crime,2601043.0,1,Evan Rachel Wood,Nikki Reed,Vanessa Hudgens,Holly Hunter,Brady Corbet,Catherine Hardwicke,Catherine Hardwicke,11,78311638.625,59374138.625,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60534243.01974916,34988748.01549745,13.0,9.0,54893985.75,40643985.75,1.0,0.5714285714285714,0.0,0.0,0.0,0.0,37155819.3125,39155819.3125,8,2003,2000,fall,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14928571.42857143,57714114.38487458,42785542.95630315
1429,1429,80000000.0,11026,2004-08-20,78000586.0,114.0,Exorcist: The Beginning,Horror,-1999414.0,0,Stellan Skarsgård,Izabella Scorupco,James D'Arcy,Julian Wadham,Remy Sweeney,Renny Harlin,Alexi Hawley,7,141469606.7083333,98552940.04166669,7.0,4.0,73409607.5,26747107.5,8.0,4.0,0.0,0.0,0.0,0.0,74136503.4060582,48874481.08815696,10.888888888888893,7.555555555555554,24774708.222222224,14059152.333333336,0.6666666666666666,0.4444444444444444,7057347.444444444,5557347.444444444,0.2222222222222222,0.2222222222222222,27439607.104166657,107439607.10416666,8,2004,2000,fall,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24333333.333333332,49455605.814140216,25122272.480806883
1430,1430,2500000.0,11031,1984-05-04,4736202.0,82.0,This Is Spinal Tap,Comedy,2236202.0,1,Christopher Guest,Michael McKean,Harry Shearer,Rob Reiner,June Chadwick,Rob Reiner,Rob Reiner,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95766639.54255952,81364056.20922619,7.5,7.0,0.0,0.0,0.0,0.0,39496455.75,31554789.083333336,1.25,1.25,-2500000.0,0.0,5,1984,1980,summer,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18625000.0,47883319.77127976,29258319.77127976
1431,1431,6500000.0,11033,1980-06-25,31899000.0,105.0,Dressed to Kill,Mystery,25399000.0,1,Michael Caine,Angie Dickinson,Nancy Allen,Keith Gordon,Dennis Franz,Brian De Palma,Brian De Palma,5,5600000.0,2600000.0,2.0,2.0,24000000.0,18500000.0,1.0,1.0,0.0,0.0,0.0,0.0,69843838.84444444,63114394.4,7.0,5.666666666666668,79173181.0,73106514.33333333,1.3333333333333333,1.3333333333333333,8015511.0,6848844.333333332,0.3333333333333333,0.3333333333333333,8300000.0,14800000.0,6,1980,1980,summer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9166666.666666666,74508509.92222223,65341843.25555556
1432,1432,6500000.0,11034,1974-03-27,26533200.0,144.0,The Great Gatsby,Drama,20033200.0,1,Robert Redford,Mia Farrow,Bruce Dern,Karen Black,Sam Waterston,Jack Clayton,Francis Ford Coppola,5,69231304.0,63356304.0,3.0,3.0,0.0,0.0,0.0,0.0,89800000.0,77800000.0,1.0,1.0,98304223.33333331,94165723.33333331,4.0,4.0,245066411.0,239066411.0,1.0,1.0,58166600.0,48916600.0,2.0,2.0,28115652.0,34615652.0,3,1974,1970,spring,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1600000.0,171685317.16666666,170085317.16666666
1433,1433,29000000.0,11036,2004-06-25,115603229.0,123.0,The Notebook,Romance,86603229.0,1,Rachel McAdams,Ryan Gosling,Gena Rowlands,James Garner,Sam Shepard,Nick Cassavetes,Jeremy Leven,11,77113498.28,43713498.28,14.0,9.0,102244770.0,66244770.0,1.0,1.0,22200000.0,-2800000.0,1.0,0.0,159928440.82088667,109472609.89613284,15.571428571428573,11.571428571428573,125009661.72857144,94312042.6809524,4.0,3.1428571428571432,29552895.10204082,13603915.51020408,1.2857142857142858,0.5714285714285714,60679134.14,89679134.14,6,2004,2000,summer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92142857.14285715,142469051.27472907,50326194.131871924
1434,1434,10000000.0,11038,1986-10-03,21458229.0,104.0,Tough Guys,Comedy,11458229.0,1,Burt Lancaster,Kirk Douglas,Charles Durning,Alexis Smith,Dana Carvey,Jeff Kanew,Jim Cruickshank,3,49777256.30476191,41858303.92380952,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33346000.84772728,23353152.826683506,7.666666666666668,6.5,19442653.0,12889478.396825396,1.8333333333333333,1.5,9117383.75,6829883.75,0.6666666666666666,0.5,14888628.152380954,24888628.152380954,10,1986,1980,fall,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13800000.0,26394326.923863642,12594326.923863642
1435,1435,15000000.0,11040,1970-12-14,31559552.0,139.0,Little Big Man,Adventure,16559552.0,1,Dustin Hoffman,Faye Dunaway,Chief Dan George,Martin Balsam,Richard Mulligan,Arthur Penn,Calder Willingham,7,55119057.06666666,47732927.2,8.0,8.0,50700000.0,48200000.0,1.0,1.0,104945305.0,101945305.0,1.0,1.0,7000000.0,5783333.333333332,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37909528.53333333,52909528.53333333,12,1970,1970,winter,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200000.0,3500000.0,1300000.0
1436,1436,25000000.0,11045,2004-10-06,36609966.0,97.0,Taxi,Thriller,11609966.0,1,Queen Latifah,Jimmy Fallon,Gisele Bündchen,Henry Simmons,Jennifer Esposito,Tim Story,Ben Garant,35,61718965.83333333,40102299.16666666,8.0,7.0,75781642.0,63781642.0,1.0,1.0,0.0,0.0,0.0,0.0,79539875.1253105,54556236.02917574,15.5,10.25,25120381.75,9797465.083333334,1.0,0.75,53212688.875,25962688.875,0.5,0.375,43750303.91666666,68750303.91666666,10,2004,2000,fall,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24212500.0,52330128.43765525,28117628.437655248
1437,1437,7000000.0,11051,1988-08-12,8373585.0,164.0,The Last Temptation of Christ,Drama,1373585.0,1,Willem Dafoe,Harvey Keitel,Barbara Hershey,Harry Dean Stanton,David Bowie,Martin Scorsese,Paul Schrader,6,13696306.416666668,604766.25,12.0,7.0,20575825.75,12375825.75,4.0,4.0,22743674.0,17943674.0,1.0,1.0,36390047.61018518,28110637.07314815,4.666666666666667,4.0,7524654.333333332,6474654.333333332,0.3333333333333333,0.16666666666666666,7465537.0,6632203.666666668,0.16666666666666666,0.16666666666666666,10136066.083333336,17136066.083333336,8,1988,1980,fall,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9980666.666666666,21957350.97175926,11976684.305092594
1438,1438,20000000.0,11052,2004-08-13,29170410.0,90.0,Yu-Gi-Oh! The Movie,Adventure,9170410.0,1,Dan Green,Eric Stuart,Scottie Rayow,Wayne Grayson,Gregory Abbey,Hatsuki Tsuji,Michael Pecerlello,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87877344.47436027,58322359.40140853,16.444444444444443,11.444444444444445,53621813.91975309,35043758.030864194,2.7777777777777777,1.7777777777777777,7057347.444444444,5557347.444444444,0.2222222222222222,0.2222222222222222,-20000000.0,0.0,8,2004,2000,fall,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34888888.88888889,70749579.19705668,35860690.30816779
1439,1439,2000000.0,11054,1988-02-16,6671108.0,92.0,Hairspray,Comedy,4671108.0,1,Sonny Bono,Ruth Brown,Divine,Debbie Harry,Ricki Lake,John Waters,John Waters,3,4060219.5,1078219.5,2.0,1.0,6000000.0,5988000.0,1.0,1.0,6000000.0,5988000.0,1.0,1.0,99788795.775,87124295.775,4.0,3.2,20957419.5,11904419.5,1.4,1.0,328365.0,-7671635.0,0.2,0.0,3030109.75,5030109.75,2,1988,1980,spring,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200000.0,60373107.6375,47173107.6375
1440,1440,10600000.0,11056,2002-10-02,12241855.0,102.0,Darkness,Horror,1641855.0,1,Anna Paquin,Lena Olin,Iain Glen,Giancarlo Giannini,Fele Martínez,Jaume Balagueró,Jaume Balagueró,7,104697642.3125,55541392.3125,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71654577.21108489,37710269.8670777,15.363636363636365,10.272727272727273,44760776.0,28942594.181818184,0.6363636363636364,0.4545454545454545,39363245.87878788,26204154.96969697,1.0,0.6363636363636364,41748821.15625,52348821.15625,10,2002,2000,fall,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36000000.0,58207676.60554244,22207676.605542444
1441,1441,25000000.0,11058,2004-04-30,30114487.0,102.0,Godsend,Drama,5114487.0,1,Greg Kinnear,Rebecca Romijn,Robert De Niro,Cameron Bright,Zoie Palmer,Nick Hamm,Mark Bomback,2,76218444.06419753,38204326.84197531,33.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91086122.21817476,55807908.74374832,14.2,11.0,82813378.13333334,47905759.08571429,4.0,2.4,16314993.65,7164993.65,1.6,1.0,13109222.032098765,38109222.03209876,4,2004,2000,spring,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58700000.0,86949750.17575404,28249750.17575404
1442,1442,7000000.0,11059,2003-04-11,13818181.0,90.0,House of the Dead,Horror,6818181.0,1,Jonathan Cherry,Tyron Leitso,Clint Howard,Ona Grauer,Michael Eklund,Uwe Boll,Dave Parker,29,2260622.0,260622.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84405480.98259768,53783345.93986264,18.444444444444443,13.444444444444445,50179361.18518519,28697879.703703694,1.5555555555555556,1.0,0.0,0.0,0.0,0.0,-5869689.0,1130311.0,4,2003,2000,spring,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45844444.44444445,67292421.08389144,21447976.63944699
1443,1443,20000000.0,11064,1985-05-22,45833132.0,97.0,Brewster's Millions,Comedy,25833132.0,1,Richard Pryor,John Candy,Lonette McKee,Stephen Collins,Jerry Orbach,Walter Hill,Herschel Weingrod,5,59872270.875,29147270.875,6.0,4.0,31310756.5,21185756.5,4.0,3.0,0.0,0.0,0.0,0.0,45251231.69444444,34869287.25,4.333333333333333,3.6666666666666665,63802133.66666666,54552133.66666666,0.6666666666666666,0.6666666666666666,110761506.80952382,103649602.04761904,3.0,3.0,25591513.6875,45591513.6875,5,1985,1980,summer,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000000.0,54526682.68055555,40526682.68055555
1444,1444,40000000.0,11066,1992-06-30,70100000.0,117.0,Boomerang,Comedy,30100000.0,1,Eddie Murphy,Robin Givens,Halle Berry,David Alan Grier,Grace Jones,Reginald Hudlin,Barry W. Blaustein,3,76584115.32142857,54098401.03571428,11.0,11.0,26386000.0,23886000.0,1.0,1.0,0.0,0.0,0.0,0.0,104455677.10684524,84705141.39255953,14.5,10.0,87562741.5,76062741.5,2.5,2.5,31971960.75,-278039.25,1.5,1.0,11485057.660714285,51485057.66071428,6,1992,1990,summer,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000000.0,96009209.30342263,41009209.30342263
1445,1445,45000000.0,11081,2004-03-19,65470529.0,103.0,Taking Lives,Action,20470529.0,1,Angelina Jolie,Ethan Hawke,Kiefer Sutherland,Gena Rowlands,Olivier Martinez,D.J. Caruso,Jon Bokenkamp,54,54874294.85999999,26751294.86000001,26.0,18.0,676698.0,-17323302.0,1.0,0.0,0.0,0.0,0.0,0.0,135201323.33008763,93381445.91437404,21.444444444444443,14.444444444444445,45078033.33333334,32014783.33333333,1.4444444444444444,1.3333333333333333,97458595.88888893,65828679.22222222,2.333333333333333,2.1111111111111107,-17224503.570000004,27775496.43,3,2004,2000,spring,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42694444.44444445,90139678.33171049,47445233.88726604
1446,1446,19000000.0,11085,1962-11-08,13680000.0,178.0,Mutiny on the Bounty,Adventure,-5320000.0,0,Trevor Howard,Marlon Brando,Richard Harris,Hugh Griffith,Percy Herbert,Lewis Milestone,Charles Lederer,4,77100000.0,68148333.33333333,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26296916.666666664,22168769.0,9.0,8.5,34760672.3125,23796211.4375,5.0,5.0,29350000.0,19600000.0,1.0,1.0,19550000.0,38550000.0,11,1962,1960,winter,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000000.0,30528794.489583332,19528794.489583332
1447,1447,72000000.0,11086,2001-12-21,37317558.0,152.0,The Majestic,Drama,-34682442.0,0,Jim Carrey,Martin Landau,Laurie Holden,David Ogden Stiers,Hal Holbrook,Frank Darabont,Michael Sloane,5,153420782.45,119812896.825,23.0,14.0,156470734.5,113970734.5,2.0,2.0,0.0,0.0,0.0,0.0,97515812.3308848,61172293.91948512,20.0,14.363636363636365,83208070.12121211,61245948.90909091,1.5454545454545454,1.0,16334722.909090908,11130177.454545457,0.2727272727272727,0.18181818181818185,82945758.475,154945758.475,12,2001,2000,winter,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49636363.63636363,90361941.22604845,40725577.58968482
1448,1448,11700000.0,11087,1992-01-10,88036683.0,110.0,The Hand that Rocks the Cradle,Drama,76336683.0,1,Annabella Sciorra,Rebecca De Mornay,Matt McCoy,Ernie Hudson,Madeline Zima,Curtis Hanson,Amanda Silver,7,28240525.5,16040525.5,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22136018.22222222,11699907.11111111,3.0,1.5,0.0,0.0,0.0,0.0,28529501.5,3529501.5,0.5,0.5,2420262.75,14120262.75,1,1992,1990,spring,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8000000.0,11068009.11111111,3068009.11111111
1449,1449,22000000.0,11090,2001-06-01,84772742.0,84.0,The Animal,Comedy,62772742.0,1,Rob Schneider,Colleen Haskell,John C. McGinley,Ed Asner,Guy Torry,Luke Greenfield,Tom Brady,42,49789382.66666666,5617160.444444445,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98121527.23169307,63549775.80047618,22.16666666666667,14.0,173759112.22222224,119203556.66666669,2.6666666666666665,2.1666666666666665,110857223.33333331,72107223.33333333,0.8333333333333334,0.6666666666666666,2894691.333333328,24894691.33333333,6,2001,2000,summer,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102833333.33333333,135940319.72695765,33106986.39362432
1450,1450,48000000.0,11091,2001-10-19,35743308.0,132.0,Riding in Cars with Boys,Comedy,-12256692.0,0,Drew Barrymore,Steve Zahn,Adam Garcia,Brittany Murphy,Logan Lerman,Penny Marshall,Morgan Ward,3,89646006.49444444,62388784.27222222,16.0,13.0,88000549.0,59000549.0,2.0,1.0,0.0,0.0,0.0,0.0,105210428.16968904,71327163.74647596,16.133333333333333,10.6,10894003.455555554,-4337107.6555555565,0.9333333333333332,0.4,38160122.53333333,25760122.53333333,0.4,0.3333333333333333,40823277.747222215,88823277.74722221,10,2001,2000,fall,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38700000.0,58052215.8126223,19352215.8126223
1451,1451,22000000.0,11092,1990-07-26,221303188.0,127.0,Presumed Innocent,Thriller,199303188.0,1,Harrison Ford,Brian Dennehy,Raúl Juliá,Bonnie Bedelia,Paul Winfield,Alan J. Pakula,Frank Pierson,5,104903467.8,91664467.8,14.0,11.0,37716212.333333336,30049545.66666667,3.0,3.0,47627876.33333334,43961209.66666666,3.0,3.0,50035195.965625,36487967.92395833,9.5,7.25,9323861.25,7698861.25,0.25,0.25,11893498.5,6018498.5,0.5,0.25,49309840.06666666,71309840.06666666,7,1990,1990,summer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12000000.0,29679528.6078125,17679528.6078125
1452,1452,16500000.0,11093,2003-12-19,16942795.0,126.0,House of Sand and Fog,Drama,442795.0,1,Jennifer Connelly,Ben Kingsley,Ron Eldard,Frances Fisher,Kim Dickens,Vadim Perelman,Shawn Lawrence Otto,9,259728778.75,205645445.4166667,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89400267.14405872,54875391.72241847,15.222222222222221,10.888888888888893,87448264.30864197,66596412.45679013,1.8888888888888888,1.7777777777777777,48437486.0,22011560.074074075,0.6666666666666666,0.6666666666666666,113364389.375,129864389.375,12,2003,2000,winter,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55341024.11111111,88424265.72635034,33083241.615239225
1453,1453,30000000.0,11096,2005-01-27,122650962.0,101.0,Hide and Seek,Horror,92650962.0,1,Robert De Niro,Dakota Fanning,Famke Janssen,Elisabeth Shue,Amy Irving,John Polson,Ari Schlossberg,4,104283446.10666668,66097822.80666667,49.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118589648.65744992,86096152.79319513,16.285714285714285,12.571428571428573,44010029.85714286,17924315.57142857,1.0,0.7142857142857143,17426504.0,2855075.4285714286,0.42857142857142855,0.14285714285714285,22141723.053333346,52141723.05333334,1,2005,2000,spring,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39142857.14285714,81299839.25729638,42156982.11443924
1454,1454,11000000.0,11109,2004-10-22,13300000.0,117.0,Vera Drake,Crime,2300000.0,1,Imelda Staunton,Phil Davis,Sally Hawkins,Daniel Mays,Eddie Marsan,Mike Leigh,Mike Leigh,7,0.0,0.0,0.0,0.0,13417292.0,8917292.0,1.0,1.0,13417292.0,8917292.0,1.0,1.0,71414301.69879277,45713386.65676537,13.888888888888893,9.111111111111107,29124018.61111111,5790685.277777777,0.7777777777777778,0.3333333333333333,26969810.55555556,6525366.111111111,0.4444444444444444,0.2222222222222222,-4291354.0,6708646.0,10,2004,2000,fall,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33944444.44444445,50269160.15495194,16324715.71050749
1455,1455,60000000.0,11128,2004-10-01,74541707.0,115.0,Ladder 49,Drama,14541707.0,1,Joaquin Phoenix,John Travolta,Jacinda Barrett,Robert Patrick,Morris Chestnut,Jay Russell,Lewis Colick,44,105510226.39102563,77141558.59615384,25.0,15.0,0.0,0.0,0.0,0.0,54249294.0,-20750706.0,1.0,0.0,72707534.82116911,45398889.02063323,15.777777777777779,11.222222222222221,46523610.0,19125461.85185185,1.2222222222222223,0.8888888888888888,47880054.66666666,22768943.55555556,0.4444444444444444,0.3333333333333333,-7244886.804487184,52755113.19551282,10,2004,2000,fall,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28188888.888888888,59615572.410584554,31426683.521695666
1456,1456,600000.0,11129,1999-06-04,4000000.0,99.0,Human Traffic,Comedy,3400000.0,1,John Simm,Shaun Parkes,Nicola Reynolds,Lorraine Pilkington,Danny Dyer,Justin Kerrigan,Justin Kerrigan,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93655829.71527778,65217403.78935184,16.0,11.333333333333336,97232074.33333331,66732074.33333334,0.6666666666666666,0.6666666666666666,31563552.0,25480218.66666667,0.6666666666666666,0.6666666666666666,-600000.0,0.0,6,1999,1990,summer,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81000000.0,95443952.02430555,14443952.024305552
